route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible,bikes_allowed
4-10493,2019-COMBNXT-Weekday-01,35950170-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950171-2019-COMBNXT-Weekday-01,Belconnen,1,40246,1,1
4-10493,2019-COMBNXT-Weekday-01,35950172-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950173-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950174-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950175-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950176-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950177-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950178-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950179-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950180-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950181-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950182-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950183-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950184-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950185-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950186-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950187-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950188-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950189-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950190-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950191-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950192-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950193-2019-COMBNXT-Weekday-01,Woden,0,40244,1,0
4-10493,2019-COMBNXT-Weekday-01,35950194-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950195-2019-COMBNXT-Weekday-01,Woden,0,40244,1,1
4-10493,2019-COMBNXT-Weekday-01,35950196-2019-COMBNXT-Weekday-01,Woden,0,40244,1,0
4-10493,2019-COMBNXT-Weekday-01,35950197-2019-COMBNXT-Weekday-01,Woden,0,40244,1,1
4-10493,2019-COMBNXT-Weekday-01,35950198-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950199-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950200-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950201-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950202-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950203-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950204-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950205-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950206-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950207-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950208-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950209-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950210-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950211-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950212-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950213-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950214-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950215-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950216-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950217-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950218-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950219-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950220-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950221-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950222-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950223-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950224-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950225-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950226-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950227-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950228-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950229-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950230-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950231-2019-COMBNXT-Weekday-01,Woden,0,40244,1,0
4-10493,2019-COMBNXT-Weekday-01,35950232-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950233-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950234-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950235-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950236-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950237-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950238-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950239-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950240-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950241-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950242-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950243-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950244-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950245-2019-COMBNXT-Weekday-01,Belconnen,1,40246,1,1
4-10493,2019-COMBNXT-Weekday-01,35950246-2019-COMBNXT-Weekday-01,Belconnen,1,40246,1,1
4-10493,2019-COMBNXT-Weekday-01,35950247-2019-COMBNXT-Weekday-01,Belconnen,1,40246,1,1
4-10493,2019-COMBNXT-Weekday-01,35950248-2019-COMBNXT-Weekday-01,Belconnen,1,40246,1,0
4-10493,2019-COMBNXT-Weekday-01,35950249-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950250-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950251-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950252-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950253-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950254-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950255-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950256-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950257-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950258-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950259-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950260-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950261-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950262-2019-COMBNXT-Weekday-01,Belconnen,1,40246,1,1
4-10493,2019-COMBNXT-Weekday-01,35950263-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950264-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950265-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950266-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950267-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950268-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,0
4-10493,2019-COMBNXT-Weekday-01,35950269-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950270-2019-COMBNXT-Weekday-01,Belconnen,1,40246,1,0
4-10493,2019-COMBNXT-Weekday-01,35950271-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950272-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950273-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950274-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950275-2019-COMBNXT-Weekday-01,Belconnen,1,40227,1,1
4-10493,2019-COMBNXT-Weekday-01,35950276-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950277-2019-COMBNXT-Weekday-01,Woden,0,40244,1,0
4-10493,2019-COMBNXT-Weekday-01,35950278-2019-COMBNXT-Weekday-01,Woden,0,40244,1,1
4-10493,2019-COMBNXT-Weekday-01,35950279-2019-COMBNXT-Weekday-01,Woden,0,40244,1,0
4-10493,2019-COMBNXT-Weekday-01,35950280-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950281-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950282-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950283-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950284-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950285-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950286-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950287-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950288-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950289-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950290-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,1
4-10493,2019-COMBNXT-Weekday-01,35950291-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
4-10493,2019-COMBNXT-Weekday-01,35950292-2019-COMBNXT-Weekday-01,Tuggeranong,0,40226,1,0
2-10493,2019-COMBNXT-Weekday-01,35950293-2019-COMBNXT-Weekday-01,City,0,20184,1,0
2-10493,2019-COMBNXT-Weekday-01,35950294-2019-COMBNXT-Weekday-01,City,0,20184,1,1
2-10493,2019-COMBNXT-Weekday-01,35950295-2019-COMBNXT-Weekday-01,Fraser,1,20263,1,0
2-10493,2019-COMBNXT-Weekday-01,35950296-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950297-2019-COMBNXT-Weekday-01,Fyshwick,0,20266,1,1
2-10493,2019-COMBNXT-Weekday-01,35950298-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950299-2019-COMBNXT-Weekday-01,Fraser,1,20263,1,1
2-10493,2019-COMBNXT-Weekday-01,35950300-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950301-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950302-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950303-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950304-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950305-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950306-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950307-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950308-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950309-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950310-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950311-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950312-2019-COMBNXT-Weekday-01,Fyshwick,0,20233,1,1
2-10493,2019-COMBNXT-Weekday-01,35950313-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950314-2019-COMBNXT-Weekday-01,Fyshwick,0,20233,1,1
2-10493,2019-COMBNXT-Weekday-01,35950315-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950316-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950317-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950318-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950319-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950320-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950321-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950322-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950323-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950324-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950325-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950326-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950327-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950328-2019-COMBNXT-Weekday-01,Fyshwick,0,20262,1,1
2-10493,2019-COMBNXT-Weekday-01,35950329-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950330-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950331-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950332-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950333-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950334-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950335-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950336-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950337-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950338-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950339-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950340-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950341-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950342-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950343-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950344-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,0
2-10493,2019-COMBNXT-Weekday-01,35950345-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950346-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950347-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950348-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950349-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950350-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950352-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950353-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950355-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950356-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950357-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950358-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950359-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950360-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950361-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950362-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950363-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950364-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950365-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950366-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950369-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950370-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950371-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950372-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950373-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950374-2019-COMBNXT-Weekday-01,Fraser,1,20232,1,1
2-10493,2019-COMBNXT-Weekday-01,35950375-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950376-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950377-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950378-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950379-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950381-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950382-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950383-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950384-2019-COMBNXT-Weekday-01,Fyshwick,0,20266,1,1
2-10493,2019-COMBNXT-Weekday-01,35950385-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950386-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950387-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950388-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950389-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950390-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950391-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950393-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950394-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950395-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950396-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950397-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950398-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,0
2-10493,2019-COMBNXT-Weekday-01,35950399-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950400-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950401-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950402-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950403-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950404-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950405-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950406-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950407-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950408-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950409-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950410-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
2-10493,2019-COMBNXT-Weekday-01,35950411-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950412-2019-COMBNXT-Weekday-01,Fyshwick,0,20183,1,1
2-10493,2019-COMBNXT-Weekday-01,35950413-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,0
2-10493,2019-COMBNXT-Weekday-01,35950414-2019-COMBNXT-Weekday-01,Fraser,1,20185,1,1
