Arrival Delay,Arrival Time,Arrival Uncertainty,Departure Delay,Departure Time,Departure Uncertainty, Schedule Relationship,Stop ID,Stop Sequence,Trip ID,Request Timestamp,Delay
20,2019-06-03 16:42:20,0,20,2019-06-03 16:42:20,0,SCHEDULED,8129,13,214,2019-06-03 17:02:15,0
-2,2019-06-03 17:04:31,0,-2,2019-06-03 17:04:51,0,SCHEDULED,8111,9,95,2019-06-03 17:02:15,0
0,2019-06-03 17:18:00,1,0,2019-06-03 17:18:00,1,SCHEDULED,8100,1,224,2019-06-03 17:02:15,0
0,2019-06-03 17:48:00,1,0,2019-06-03 17:48:00,1,SCHEDULED,8129,1,105,2019-06-03 17:02:15,0
0,2019-06-03 18:16:00,1,0,2019-06-03 18:16:00,1,SCHEDULED,8100,1,237,2019-06-03 17:02:15,0
178,2019-06-03 16:04:09,0,178,2019-06-03 16:04:09,0,SCHEDULED,8129,8,206,2019-06-03 17:02:15,0
6,2019-06-03 16:30:06,0,6,2019-06-03 16:30:06,0,SCHEDULED,8100,13,88,2019-06-03 17:02:15,0
11,2019-06-03 17:00:11,0,11,2019-06-03 17:00:11,0,SCHEDULED,8129,13,217,2019-06-03 17:02:15,0
0,2019-06-03 17:06:00,1,0,2019-06-03 17:06:00,1,SCHEDULED,8129,1,98,2019-06-03 17:02:15,0
0,2019-06-03 17:40:00,1,0,2019-06-03 17:40:00,1,SCHEDULED,8100,1,229,2019-06-03 17:02:15,0
0,2019-06-03 18:15:00,1,0,2019-06-03 18:15:00,1,SCHEDULED,8129,1,108,2019-06-03 17:02:15,0
0,2019-06-03 18:45:00,1,0,2019-06-03 18:45:00,1,SCHEDULED,8100,1,242,2019-06-03 17:02:15,0
0,2019-06-03 19:15:00,1,0,2019-06-03 19:15:00,1,SCHEDULED,8129,1,114,2019-06-03 17:02:15,0
0,2019-06-03 19:45:00,1,0,2019-06-03 19:45:00,1,SCHEDULED,8100,1,246,2019-06-03 17:02:15,0
0,2019-06-03 20:15:00,1,0,2019-06-03 20:15:00,1,SCHEDULED,8129,1,118,2019-06-03 17:02:15,0
0,2019-06-03 20:45:00,1,0,2019-06-03 20:45:00,1,SCHEDULED,8100,1,250,2019-06-03 17:02:15,0
0,2019-06-03 21:15:00,1,0,2019-06-03 21:15:00,1,SCHEDULED,8129,1,122,2019-06-03 17:02:15,0
0,2019-06-03 21:45:00,1,0,2019-06-03 21:45:00,1,SCHEDULED,8100,1,254,2019-06-03 17:02:15,0
0,2019-06-03 22:15:00,1,0,2019-06-03 22:15:00,1,SCHEDULED,8129,1,126,2019-06-03 17:02:15,0
0,2019-06-03 22:45:00,1,0,2019-06-03 22:45:00,1,SCHEDULED,8100,1,258,2019-06-03 17:02:15,0
0,2019-06-03 23:15:00,1,0,2019-06-03 23:15:00,1,SCHEDULED,8129,1,130,2019-06-03 17:02:15,0
0,2019-06-03 23:45:00,1,0,2019-06-03 23:45:00,1,SCHEDULED,8100,1,264,2019-06-03 17:02:15,0
125,2019-06-03 16:13:16,0,125,2019-06-03 16:13:16,0,SCHEDULED,8129,8,209,2019-06-03 17:02:15,0
47,2019-06-03 16:42:47,0,47,2019-06-03 16:42:47,0,SCHEDULED,8100,13,90,2019-06-03 17:02:15,0
13,2019-06-03 17:03:47,0,13,2019-06-03 17:04:07,0,SCHEDULED,8118,8,219,2019-06-03 17:02:15,0
0,2019-06-03 17:18:00,1,0,2019-06-03 17:18:00,1,SCHEDULED,8129,1,100,2019-06-03 17:02:15,0
0,2019-06-03 17:50:00,1,0,2019-06-03 17:50:00,1,SCHEDULED,8100,1,230,2019-06-03 17:02:15,0
0,2019-06-03 18:17:00,1,0,2019-06-03 18:17:00,1,SCHEDULED,8129,1,109,2019-06-03 17:02:15,0
51,2019-06-03 15:40:13,0,51,2019-06-03 15:40:13,0,SCHEDULED,8129,8,R3,2019-06-03 17:02:15,0
89,2019-06-03 16:10:48,0,89,2019-06-03 16:10:48,0,SCHEDULED,8100,13,R2,2019-06-03 17:02:15,0
